L1,L2,L3,switch
3.37,5.14,0.73,switch
3.03,3.1,3.01,not_switch
3.36,3.85,0.75,switch
4.88,4.67,4.76,not_switch
5.54,3.01,2.17,switch
4.47,4.39,4.41,not_switch
0.51,4.29,1.9,switch
5.55,5.59,5.55,not_switch
-1.47,0.11,0.89,switch
6.11,6.01,5.91,not_switch
-1.72,1.19,-1.29,switch
4.9,4.8,4.82,not_switch
-0.96,0.09,-2.67,switch
6.13,6.09,6.23,not_switch
0.99,0.46,-1.62,switch
4.28,4.4,4.24,not_switch
0.18,0.39,-1.42,switch
4.2,4.27,4.22,not_switch
2.0,2.81,4.29,switch
5.14,5.08,5.18,not_switch
3.38,0.59,3.92,switch
0.63,0.71,0.8,not_switch
3.37,5.56,2.16,switch
4.7,4.57,4.59,not_switch
0.4,0.3,-2.85,switch
2.71,2.74,2.61,not_switch
0.67,5.78,3.41,switch
3.25,3.34,3.27,not_switch
0.35,1.88,3.68,switch
4.58,4.68,4.56,not_switch
-1.7,-0.94,0.72,switch
6.39,6.46,6.59,not_switch
3.53,2.75,0.84,switch
5.67,5.49,5.68,not_switch
1.84,3.36,6.02,switch
4.27,4.22,4.33,not_switch
3.74,0.96,3.15,switch
3.71,3.7,3.75,not_switch
-1.63,-1.82,0.96,switch
5.58,5.59,5.56,not_switch
1.8,2.62,4.33,switch
4.89,4.73,4.69,not_switch
4.49,0.6,2.54,switch
4.08,4.29,4.21,not_switch
-1.47,0.84,-1.57,switch
3.04,3.06,2.94,not_switch
2.6,3.91,0.45,switch
5.83,5.82,5.75,not_switch
5.59,2.59,1.19,switch
4.85,4.9,4.91,not_switch
5.83,0.65,1.98,switch
1.82,1.74,1.74,not_switch
3.76,1.12,5.8,switch
1.62,1.56,1.7,not_switch
-1.72,-0.01,-2.83,switch
3.08,2.93,2.92,not_switch
2.4,0.94,5.16,switch
3.06,3.04,3.03,not_switch
5.1,2.43,0.98,switch
1.89,1.99,1.96,not_switch
-1.74,-0.05,1.22,switch
3.93,3.85,3.87,not_switch
1.1,-3.47,-1.05,switch
5.29,5.28,5.33,not_switch
0.22,0.21,-0.82,switch
1.58,1.43,1.64,not_switch
0.17,-1.15,-0.11,switch
2.82,2.72,2.81,not_switch
4.26,2.93,1.29,switch
4.1,4.09,4.18,not_switch
3.29,5.55,0.67,switch
6.47,6.44,6.42,not_switch
-3.02,0.25,-1.1,switch
3.8,3.61,3.78,not_switch
-2.31,0.67,-0.63,switch
5.33,5.31,5.32,not_switch
0.93,1.53,4.62,switch
2.54,2.74,2.66,not_switch
2.71,5.49,1.85,switch
1.07,1.02,0.97,not_switch
4.3,1.89,2.6,switch
6.11,6.17,6.11,not_switch
0.72,-1.47,-2.26,switch
3.58,3.6,3.61,not_switch
-0.43,-0.89,0.95,switch
1.36,1.35,1.43,not_switch
3.04,1.4,5.53,switch
2.66,2.63,2.56,not_switch
5.38,3.08,0.84,switch
2.71,2.71,2.64,not_switch
4.7,1.35,2.9,switch
5.34,5.32,5.26,not_switch
6.05,2.57,0.99,switch
3.43,3.49,3.48,not_switch
5.58,1.98,1.89,switch
0.58,0.52,0.7,not_switch
0.8,-1.89,-2.66,switch
3.67,3.64,3.64,not_switch
-2.76,-1.9,0.12,switch
1.21,1.27,1.26,not_switch
4.87,0.56,3.96,switch
4.76,4.74,4.64,not_switch
6.22,2.72,1.98,switch
6.43,6.42,6.54,not_switch
-0.28,0.37,-0.72,switch
4.75,4.56,4.6,not_switch
5.64,3.7,0.8,switch
5.2,5.21,5.03,not_switch
0.26,-0.0,-3.08,switch
1.21,1.26,1.26,not_switch
4.63,0.56,3.58,switch
2.29,2.37,2.27,not_switch
2.4,0.97,4.31,switch
2.88,2.68,2.84,not_switch
3.64,1.47,4.39,switch
2.5,2.54,2.46,not_switch
-2.88,0.09,0.07,switch
0.7,0.74,0.7,not_switch
-2.79,1.05,-0.36,switch
1.76,1.82,1.81,not_switch
-0.77,0.45,-1.47,switch
3.3,3.18,3.19,not_switch
-1.77,-0.16,-2.01,switch
1.38,1.56,1.42,not_switch
4.36,2.0,3.78,switch
5.79,5.73,5.97,not_switch
2.04,4.87,0.77,switch
4.5,4.38,4.52,not_switch
0.29,-1.85,-0.76,switch
2.71,2.54,2.55,not_switch
3.87,2.27,4.73,switch
2.09,2.11,1.96,not_switch
4.97,2.87,1.56,switch
4.48,4.34,4.38,not_switch
4.67,2.33,1.95,switch
0.59,0.58,0.42,not_switch
-1.46,-0.99,1.15,switch
0.91,0.92,0.98,not_switch
-0.13,0.46,-2.4,switch
2.82,2.88,2.75,not_switch
-2.71,-0.17,-1.55,switch
3.5,3.55,3.44,not_switch
1.25,2.83,4.53,switch
0.99,0.93,0.98,not_switch
4.47,0.35,2.95,switch
2.2,2.06,2.02,not_switch
1.36,-3.37,-0.85,switch
5.48,5.43,5.49,not_switch
3.06,4.77,1.4,switch
5.33,5.28,5.27,not_switch
5.3,1.59,2.74,switch
1.54,1.59,1.5,not_switch
0.84,4.59,3.21,switch
2.61,2.77,2.7,not_switch
1.79,1.88,4.71,switch
1.12,1.2,1.18,not_switch
3.5,0.59,4.23,switch
4.92,4.93,4.93,not_switch
0.36,4.3,2.34,switch
3.52,3.46,3.46,not_switch
0.77,-1.01,-1.33,switch
0.54,0.54,0.55,not_switch
0.8,2.76,6.48,switch
1.33,1.37,1.39,not_switch
0.74,-0.01,-2.83,switch
1.88,1.95,1.94,not_switch
5.34,0.94,1.53,switch
4.83,4.96,4.95,not_switch
-2.71,-1.16,1.17,switch
3.94,3.92,3.83,not_switch
3.08,1.97,4.19,switch
4.14,4.23,4.16,not_switch
1.34,-2.29,-1.43,switch
4.98,4.94,5.0,not_switch
1.04,3.6,5.03,switch
6.57,6.48,6.53,not_switch
0.79,6.24,2.82,switch
0.86,1.02,0.85,not_switch
1.09,-2.22,-1.16,switch
2.92,2.88,2.76,not_switch
1.5,3.43,4.1,switch
2.65,2.68,2.64,not_switch
-0.42,0.87,-1.31,switch
2.21,2.31,2.3,not_switch
1.15,3.87,4.45,switch
3.04,3.04,3.09,not_switch
6.03,1.8,2.82,switch
3.43,3.58,3.49,not_switch
4.99,3.63,2.36,switch
5.65,5.74,5.67,not_switch
0.76,4.63,3.91,switch
6.14,6.27,6.34,not_switch
-1.68,-1.4,0.23,switch
3.81,3.71,3.85,not_switch
1.18,3.32,6.43,switch
6.04,5.96,5.84,not_switch
0.48,-0.83,-2.56,switch
1.9,1.89,1.87,not_switch
2.78,0.74,4.31,switch
6.16,6.3,6.37,not_switch
-2.22,-0.88,0.08,switch
4.63,4.79,4.75,not_switch
3.91,3.13,0.93,switch
3.12,3.1,3.07,not_switch
2.22,6.3,3.82,switch
2.81,2.81,2.84,not_switch
4.1,3.99,1.34,switch
3.62,3.66,3.56,not_switch
3.7,1.73,4.91,switch
2.65,2.61,2.68,not_switch
6.33,3.89,1.21,switch
2.59,2.65,2.63,not_switch
6.42,0.83,2.18,switch
0.57,0.77,0.58,not_switch
3.99,1.71,4.9,switch
2.68,2.88,2.68,not_switch
0.26,-1.67,-1.55,switch
2.68,2.9,2.83,not_switch
4.15,1.12,1.88,switch
2.84,2.98,2.99,not_switch
3.87,3.03,1.56,switch
1.38,1.32,1.33,not_switch
0.1,-0.01,-0.78,switch
4.74,4.62,4.56,not_switch
4.96,3.28,2.37,switch
1.24,1.23,1.42,not_switch
6.0,2.93,1.44,switch
5.4,5.42,5.58,not_switch
2.68,1.81,5.78,switch
4.57,4.65,4.66,not_switch
-2.36,-0.48,0.46,switch
4.89,4.78,4.78,not_switch
4.66,1.84,1.97,switch
0.6,0.66,0.46,not_switch
2.86,4.19,0.72,switch
6.2,6.31,6.21,not_switch
0.29,-1.27,-1.24,switch
3.49,3.54,3.66,not_switch
-3.31,0.45,0.15,switch
1.57,1.49,1.36,not_switch
0.08,-0.66,0.23,switch
3.54,3.56,3.58,not_switch
5.22,2.03,2.88,switch
3.43,3.47,3.59,not_switch
3.67,0.84,3.16,switch
4.96,4.99,4.87,not_switch
1.76,5.52,1.73,switch
0.94,1.09,1.01,not_switch
1.55,2.21,4.07,switch
6.3,6.23,6.23,not_switch
4.22,1.81,1.07,switch
3.29,3.28,3.28,not_switch
-2.91,0.41,0.03,switch
3.94,3.88,3.78,not_switch
-1.0,1.3,-1.02,switch
1.3,1.23,1.27,not_switch
1.95,2.8,5.56,switch
5.76,5.88,5.88,not_switch
1.54,5.72,1.62,switch
5.38,5.27,5.4,not_switch
0.89,3.18,4.1,switch
1.04,0.89,1.01,not_switch
4.58,2.73,1.46,switch
5.11,5.12,5.14,not_switch
2.03,2.69,4.3,switch
2.14,2.0,2.2,not_switch
4.87,2.59,2.09,switch
2.37,2.36,2.37,not_switch
1.02,2.5,3.84,switch
5.77,5.99,5.97,not_switch
-0.44,-2.9,1.5,switch
0.61,0.72,0.69,not_switch
0.75,3.55,1.71,switch
2.71,2.76,2.8,not_switch
6.07,3.88,2.34,switch
6.15,6.09,6.24,not_switch
5.54,2.55,0.58,switch
3.4,3.39,3.49,not_switch
3.72,1.55,1.79,switch
3.44,3.53,3.42,not_switch
2.65,5.42,1.09,switch
5.56,5.57,5.53,not_switch
-0.42,0.13,-3.45,switch
6.16,6.01,6.08,not_switch
2.68,5.7,1.27,switch
1.15,1.18,1.28,not_switch
1.95,3.04,5.21,switch
5.45,5.39,5.5,not_switch
1.23,0.44,-2.64,switch
4.8,4.91,4.82,not_switch
-0.11,-0.19,-2.75,switch
2.13,2.25,2.28,not_switch
0.73,-1.27,0.35,switch
6.11,6.15,6.02,not_switch
1.54,2.72,6.17,switch
3.81,3.94,3.86,not_switch
-1.2,-2.8,0.82,switch
1.94,1.84,1.95,not_switch
3.87,4.3,0.98,switch
5.19,5.23,5.13,not_switch
1.52,5.18,1.56,switch
3.04,2.97,3.05,not_switch
-0.18,-0.14,-1.82,switch
5.99,5.93,6.05,not_switch
3.85,2.93,1.12,switch
1.91,1.82,1.73,not_switch
0.14,0.1,-0.62,switch
1.94,2.07,1.97,not_switch
1.02,-0.03,-1.42,switch
6.15,6.15,6.33,not_switch
4.88,0.73,3.1,switch
5.46,5.43,5.58,not_switch
3.35,0.8,5.61,switch
3.86,3.88,3.74,not_switch
4.23,2.35,0.43,switch
6.38,6.47,6.38,not_switch
6.24,2.73,1.59,switch
6.17,6.18,6.01,not_switch
2.07,1.85,5.4,switch
0.58,0.54,0.64,not_switch
-0.44,-1.77,1.29,switch
2.75,2.74,2.74,not_switch
1.49,-1.3,-1.01,switch
6.31,6.28,6.32,not_switch
2.69,0.54,5.28,switch
4.61,4.43,4.53,not_switch
1.24,6.35,2.74,switch
5.9,6.08,6.06,not_switch
1.44,-0.22,-2.64,switch
3.59,3.7,3.56,not_switch
5.56,3.31,2.33,switch
5.64,5.57,5.68,not_switch
4.58,1.17,2.2,switch
3.22,3.16,3.13,not_switch
4.45,3.12,1.06,switch
1.64,1.55,1.57,not_switch
-3.32,0.44,-0.47,switch
5.04,5.22,5.18,not_switch
3.72,3.1,1.69,switch
4.97,4.86,4.84,not_switch
-0.3,-0.13,-3.08,switch
3.68,3.63,3.75,not_switch
3.95,4.94,0.83,switch
3.75,3.67,3.81,not_switch
6.41,2.04,1.51,switch
2.05,1.87,1.87,not_switch
6.06,2.56,1.64,switch
6.24,6.19,6.22,not_switch
2.5,1.13,4.44,switch
6.14,6.02,6.07,not_switch
6.1,1.51,2.8,switch
0.56,0.52,0.65,not_switch
1.79,4.86,0.37,switch
6.36,6.25,6.34,not_switch
1.37,1.91,5.11,switch
3.15,3.1,3.07,not_switch
5.37,2.85,1.57,switch
6.53,6.45,6.52,not_switch
1.23,-0.88,0.15,switch
1.73,1.67,1.83,not_switch
1.62,6.43,1.77,switch
6.29,6.39,6.25,not_switch
4.07,1.9,1.38,switch
2.41,2.53,2.53,not_switch
-1.9,-0.07,-1.28,switch
2.32,2.24,2.14,not_switch
-0.87,-1.41,0.65,switch
2.67,2.56,2.7,not_switch
2.12,1.81,6.04,switch
3.72,3.74,3.83,not_switch
2.71,6.4,0.6,switch
6.13,6.33,6.31,not_switch
-1.3,0.27,-0.53,switch
2.73,2.82,2.88,not_switch
3.43,1.39,4.22,switch
3.16,3.22,3.08,not_switch
2.08,3.11,5.03,switch
4.36,4.38,4.27,not_switch
4.18,1.99,2.59,switch
1.91,2.12,1.96,not_switch
2.57,1.53,5.15,switch
5.35,5.35,5.38,not_switch
5.29,2.47,1.8,switch
4.17,4.19,3.98,not_switch
-0.14,-0.78,0.13,switch
1.54,1.5,1.45,not_switch
0.49,0.07,-1.36,switch
6.16,6.03,6.0,not_switch
2.19,1.68,5.34,switch
5.47,5.54,5.44,not_switch
1.8,1.51,4.85,switch
3.7,3.61,3.5,not_switch
0.89,3.94,4.76,switch
6.32,6.26,6.25,not_switch
-1.11,-1.48,1.19,switch
4.17,4.09,4.07,not_switch
6.31,2.72,2.49,switch
1.06,1.06,1.06,not_switch
-2.91,0.13,1.22,switch
5.72,5.68,5.64,not_switch
4.28,3.5,0.48,switch
5.91,6.06,6.06,not_switch
0.28,-0.79,-1.71,switch
3.72,3.78,3.7,not_switch
4.23,1.79,0.92,switch
3.77,3.8,3.9,not_switch
-0.46,-2.99,0.62,switch
2.54,2.62,2.7,not_switch
0.4,-0.79,-2.86,switch
1.42,1.26,1.35,not_switch
-0.09,-3.23,0.01,switch
3.9,3.81,3.79,not_switch
2.7,3.94,0.67,switch
1.47,1.46,1.46,not_switch
-0.08,-2.46,0.08,switch
0.89,0.74,0.84,not_switch
-1.83,-0.01,-0.91,switch
5.54,5.64,5.52,not_switch
6.09,3.69,1.39,switch
3.77,3.77,3.91,not_switch
6.23,3.16,1.81,switch
2.21,2.4,2.3,not_switch
1.1,-1.07,-1.82,switch
4.6,4.61,4.56,not_switch
1.54,6.17,1.54,switch
1.06,0.99,0.92,not_switch
1.29,-0.49,-2.73,switch
6.04,6.18,6.11,not_switch
6.25,3.1,0.71,switch
5.12,5.08,5.07,not_switch
6.19,0.99,3.97,switch
0.33,0.43,0.42,not_switch
0.68,-0.4,-3.42,switch
4.87,4.82,4.83,not_switch
-2.73,-0.58,0.49,switch
3.55,3.65,3.46,not_switch
1.75,3.43,5.36,switch
4.47,4.63,4.63,not_switch
1.27,4.9,2.89,switch
5.69,5.82,5.83,not_switch
-1.68,-2.15,0.28,switch
0.91,0.91,0.72,not_switch
2.4,0.62,5.27,switch
3.66,3.86,3.88,not_switch
3.28,6.2,1.75,switch
6.43,6.53,6.4,not_switch
5.44,1.91,1.73,switch
2.66,2.7,2.64,not_switch
-1.24,-0.84,1.12,switch
2.53,2.41,2.34,not_switch
3.06,1.86,6.04,switch
5.12,5.04,5.18,not_switch
0.97,5.07,3.13,switch
5.69,5.65,5.68,not_switch
-2.84,1.04,-1.73,switch
4.27,4.1,4.29,not_switch
-0.72,1.24,-2.78,switch
0.93,0.93,1.1,not_switch
3.58,1.54,2.89,switch
6.08,6.09,6.02,not_switch
2.95,1.07,5.16,switch
5.7,5.66,5.56,not_switch
-1.74,-0.93,0.07,switch
0.27,0.35,0.38,not_switch
4.2,2.67,0.66,switch
4.9,4.93,4.92,not_switch
3.08,0.91,6.07,switch
6.06,5.88,6.1,not_switch
3.82,1.87,0.45,switch
4.79,4.84,4.79,not_switch
3.14,1.83,5.5,switch
4.96,4.89,5.08,not_switch
-2.37,0.89,-1.57,switch
0.32,0.39,0.24,not_switch
5.65,2.03,3.56,switch
3.26,3.19,3.1,not_switch
-2.56,-0.14,-0.36,switch
2.89,2.87,2.95,not_switch
-3.48,0.9,-0.74,switch
2.28,2.22,2.25,not_switch
4.45,1.05,3.05,switch
0.87,0.78,0.96,not_switch
1.03,-1.15,0.35,switch
0.49,0.42,0.53,not_switch
3.96,4.46,1.21,switch
6.47,6.42,6.48,not_switch
2.79,1.61,6.34,switch
5.81,5.76,5.81,not_switch
3.0,4.27,2.46,switch
1.4,1.46,1.44,not_switch
3.58,5.42,1.77,switch
5.54,5.38,5.53,not_switch
2.74,0.8,6.21,switch
2.23,2.19,2.09,not_switch
1.66,6.24,2.64,switch
1.25,1.18,1.16,not_switch
3.42,4.59,2.42,switch
3.72,3.74,3.75,not_switch
4.69,0.85,3.17,switch
6.04,5.91,5.87,not_switch
-1.32,0.48,0.48,switch
2.98,3.14,3.15,not_switch
-2.27,1.45,-0.38,switch
5.64,5.77,5.65,not_switch
2.29,6.24,1.52,switch
4.16,3.97,4.16,not_switch
3.09,5.66,0.55,switch
2.3,2.16,2.24,not_switch
2.23,5.78,1.26,switch
1.74,1.64,1.64,not_switch
1.2,5.08,3.37,switch
2.64,2.59,2.65,not_switch
3.81,0.43,3.32,switch
1.18,1.03,1.19,not_switch
-0.25,-2.18,1.27,switch
6.23,6.25,6.33,not_switch
4.01,0.93,1.53,switch
4.87,4.87,5.01,not_switch
0.64,-2.86,-1.98,switch
4.42,4.33,4.24,not_switch
6.27,0.86,3.38,switch
6.26,6.38,6.37,not_switch
1.3,3.02,4.17,switch
6.49,6.45,6.51,not_switch
1.02,-0.88,-1.98,switch
3.83,3.77,3.92,not_switch
4.79,1.49,2.62,switch
3.22,3.26,3.18,not_switch
3.58,0.89,1.94,switch
4.23,4.23,4.11,not_switch
1.57,4.84,0.67,switch
6.21,6.33,6.24,not_switch
0.67,6.04,3.48,switch
4.84,4.67,4.74,not_switch
3.0,2.46,6.26,switch
4.13,4.12,4.02,not_switch
-1.23,-1.49,0.96,switch
5.12,5.15,5.15,not_switch
3.23,0.71,4.18,switch
2.62,2.81,2.66,not_switch
0.76,3.44,4.8,switch
4.26,4.29,4.26,not_switch
1.82,1.12,6.45,switch
3.55,3.53,3.45,not_switch
-1.45,1.14,-2.53,switch
0.75,0.54,0.51,not_switch
2.82,0.36,3.53,switch
4.15,4.02,4.07,not_switch
3.83,1.91,1.74,switch
3.27,3.26,3.23,not_switch
6.34,1.84,0.3,switch
5.76,5.63,5.82,not_switch
2.89,4.03,1.31,switch
6.49,6.31,6.43,not_switch
-0.06,-1.75,-2.3,switch
3.3,3.12,3.26,not_switch
1.37,-1.58,-1.15,switch
2.02,1.9,1.89,not_switch
0.85,4.53,2.47,switch
2.68,2.59,2.61,not_switch
3.28,6.28,1.4,switch
2.32,2.26,2.27,not_switch
3.63,4.09,1.65,switch
2.21,2.14,2.14,not_switch
2.39,6.46,2.56,switch
2.68,2.79,2.86,not_switch
0.45,3.32,6.1,switch
5.44,5.22,5.3,not_switch
6.34,2.06,0.56,switch
1.95,1.99,1.98,not_switch
2.96,5.73,1.44,switch
4.45,4.57,4.41,not_switch
1.9,2.68,6.0,switch
0.95,0.87,0.92,not_switch
0.97,4.41,2.68,switch
6.43,6.5,6.57,not_switch
0.99,-1.93,-1.95,switch
2.26,2.34,2.34,not_switch
-3.34,1.45,-0.08,switch
5.6,5.58,5.54,not_switch
1.87,5.95,3.11,switch
0.89,0.96,0.83,not_switch
-0.88,-2.49,1.05,switch
2.03,2.01,2.13,not_switch
-3.16,0.8,-0.97,switch
5.5,5.5,5.44,not_switch
0.77,-0.75,0.47,switch
4.24,4.18,4.33,not_switch
-1.33,-0.91,0.91,switch
1.95,1.78,1.86,not_switch
0.94,1.54,5.33,switch
3.09,3.27,3.1,not_switch
3.27,1.99,4.71,switch
2.41,2.36,2.5,not_switch
-1.76,0.42,-2.52,switch
1.02,1.03,1.11,not_switch
-3.32,1.34,-0.77,switch
3.87,3.81,3.73,not_switch
1.95,2.32,5.75,switch
3.99,4.03,4.16,not_switch
-1.44,0.49,-2.88,switch
0.62,0.55,0.51,not_switch
0.47,4.53,1.65,switch
3.64,3.44,3.65,not_switch
3.6,5.85,0.6,switch
2.91,3.0,2.8,not_switch
-0.17,0.57,-2.83,switch
3.87,4.09,4.04,not_switch
-0.57,0.42,-2.19,switch
4.3,4.2,4.12,not_switch
3.68,1.89,2.7,switch
0.68,0.57,0.65,not_switch
-0.78,-0.88,1.17,switch
4.55,4.35,4.36,not_switch
0.88,3.91,1.82,switch
4.02,4.05,4.14,not_switch
2.24,4.77,1.69,switch
3.67,3.7,3.69,not_switch
-1.1,-1.42,0.19,switch
5.12,5.23,5.04,not_switch
1.01,5.5,3.11,switch
4.29,4.27,4.35,not_switch
4.41,2.85,1.41,switch
5.05,5.16,5.09,not_switch
4.61,2.72,0.83,switch
4.86,4.98,4.89,not_switch
5.84,0.54,3.79,switch
4.53,4.59,4.46,not_switch
4.0,1.67,3.06,switch
0.57,0.43,0.38,not_switch
-0.4,0.34,-2.53,switch
3.54,3.54,3.56,not_switch
2.51,6.23,0.33,switch
4.49,4.59,4.59,not_switch
1.22,-0.27,-1.78,switch
0.87,0.78,0.89,not_switch
2.56,0.89,5.82,switch
1.35,1.38,1.37,not_switch
3.6,5.51,0.63,switch
5.22,5.19,5.2,not_switch
4.93,2.66,0.88,switch
6.39,6.48,6.33,not_switch
-1.2,-1.35,0.93,switch
3.45,3.61,3.61,not_switch
-0.19,-2.37,1.0,switch
4.77,4.85,4.89,not_switch
1.73,5.59,2.52,switch
6.33,6.29,6.2,not_switch
1.01,-1.12,-2.51,switch
3.49,3.51,3.62,not_switch
3.07,4.66,1.48,switch
2.65,2.6,2.65,not_switch
0.68,6.04,1.92,switch
3.76,3.71,3.73,not_switch
4.05,1.51,2.76,switch
4.26,4.31,4.26,not_switch
0.26,-2.76,-1.21,switch
2.32,2.36,2.32,not_switch
5.19,1.1,3.65,switch
1.65,1.63,1.72,not_switch
2.73,4.86,0.88,switch
3.3,3.29,3.31,not_switch
1.35,6.38,3.67,switch
1.1,0.93,1.05,not_switch
-0.1,-1.92,0.21,switch
2.87,2.71,2.82,not_switch
0.61,4.5,3.41,switch
4.4,4.32,4.51,not_switch
5.81,2.21,1.67,switch
4.51,4.46,4.49,not_switch
3.0,1.52,4.83,switch
0.41,0.44,0.31,not_switch
-2.63,-1.96,0.12,switch
4.75,4.92,4.86,not_switch
-1.88,-2.99,-0.09,switch
0.61,0.6,0.61,not_switch
3.51,1.63,6.25,switch
2.03,1.93,1.85,not_switch
1.32,2.67,4.64,switch
1.55,1.43,1.52,not_switch
6.11,2.42,2.69,switch
1.83,1.93,2.01,not_switch
-1.25,-1.59,0.28,switch
4.85,4.88,4.81,not_switch
1.05,-0.29,-1.77,switch
6.05,6.1,5.96,not_switch
0.7,1.53,5.73,switch
2.04,1.95,2.0,not_switch
-0.32,-1.68,1.28,switch
5.25,5.14,5.21,not_switch
1.55,0.48,6.02,switch
2.33,2.19,2.13,not_switch
1.06,5.43,2.89,switch
3.52,3.43,3.46,not_switch
0.57,0.13,-1.89,switch
2.29,2.17,2.13,not_switch
1.64,5.17,2.44,switch
1.4,1.25,1.43,not_switch
2.96,1.17,3.81,switch
3.72,3.56,3.66,not_switch
6.21,0.44,2.35,switch
4.64,4.78,4.62,not_switch
2.97,0.71,4.08,switch
5.17,5.26,5.23,not_switch
1.47,4.11,2.61,switch
3.78,3.69,3.72,not_switch
-0.97,-2.81,0.17,switch
1.41,1.21,1.4,not_switch
1.3,3.05,5.95,switch
1.79,1.86,1.7,not_switch
2.45,3.05,4.78,switch
4.45,4.22,4.34,not_switch
3.62,6.46,1.34,switch
6.3,6.39,6.35,not_switch
1.28,-1.09,-2.14,switch
2.68,2.68,2.78,not_switch
-3.09,-0.59,1.28,switch
2.82,2.74,2.82,not_switch
0.45,-1.25,-0.76,switch
3.94,3.86,3.88,not_switch
0.06,-1.38,-1.58,switch
3.45,3.42,3.41,not_switch
0.34,-2.32,0.31,switch
5.24,5.22,5.37,not_switch
-1.16,0.47,-2.57,switch
5.28,5.34,5.19,not_switch
3.92,3.44,0.7,switch
2.87,2.8,2.84,not_switch
0.41,-0.11,-1.86,switch
4.35,4.36,4.35,not_switch
5.73,2.13,3.13,switch
2.73,2.9,2.75,not_switch
0.85,2.42,6.49,switch
3.02,3.17,3.08,not_switch
-0.16,-0.66,-0.67,switch
1.42,1.44,1.36,not_switch
5.99,1.65,2.14,switch
5.43,5.59,5.47,not_switch
3.72,1.02,3.44,switch
0.88,1.0,0.98,not_switch
2.25,1.09,3.9,switch
5.42,5.47,5.44,not_switch
0.41,3.43,5.86,switch
1.11,1.22,1.26,not_switch
-0.96,-1.79,0.04,switch
3.3,3.08,3.24,not_switch
-1.15,-2.92,0.68,switch
1.83,1.93,1.75,not_switch
-0.1,-1.5,-0.73,switch
5.12,4.97,4.94,not_switch
1.38,-0.12,-2.47,switch
6.22,6.18,6.31,not_switch
4.77,3.52,2.41,switch
5.93,5.92,5.92,not_switch
2.1,5.01,1.46,switch
6.3,6.27,6.31,not_switch
-3.49,0.39,0.0,switch
5.68,5.68,5.83,not_switch
-0.12,-0.66,1.27,switch
5.41,5.4,5.44,not_switch
1.92,6.03,2.97,switch
5.05,5.19,5.21,not_switch
0.83,-0.92,-2.82,switch
1.35,1.35,1.45,not_switch
1.67,5.31,2.71,switch
2.29,2.17,2.17,not_switch
2.72,5.06,0.87,switch
1.68,1.75,1.81,not_switch
0.31,-1.64,-1.95,switch
1.56,1.52,1.6,not_switch
5.27,0.82,2.16,switch
4.99,4.93,5.08,not_switch
-1.03,-0.68,1.26,switch
2.56,2.61,2.54,not_switch
0.66,4.25,1.57,switch
2.76,2.64,2.72,not_switch
0.57,-1.29,-1.39,switch
2.38,2.27,2.3,not_switch
3.89,4.59,0.93,switch
0.47,0.55,0.59,not_switch
6.33,1.59,1.47,switch
3.53,3.66,3.65,not_switch
5.19,2.85,0.6,switch
3.78,3.85,3.7,not_switch
1.37,5.64,3.18,switch
1.92,1.81,1.83,not_switch
5.99,1.82,3.41,switch
2.55,2.59,2.55,not_switch
1.41,3.08,6.33,switch
1.28,1.43,1.33,not_switch
-1.54,1.47,-1.53,switch
2.17,2.15,2.1,not_switch
0.64,2.72,6.02,switch
4.71,4.73,4.78,not_switch
0.95,-0.68,-2.94,switch
4.63,4.61,4.59,not_switch
-1.23,0.06,-0.11,switch
5.27,5.31,5.09,not_switch
-0.15,-3.3,1.37,switch
2.02,2.06,1.97,not_switch
-0.53,-2.35,0.71,switch
0.5,0.37,0.36,not_switch
-1.41,-1.57,0.72,switch
3.59,3.43,3.51,not_switch
2.64,5.64,1.63,switch
6.43,6.44,6.36,not_switch
2.24,4.03,1.53,switch
3.79,3.84,3.83,not_switch
0.5,-3.41,-0.13,switch
2.49,2.47,2.4,not_switch
4.65,2.99,1.85,switch
5.77,5.61,5.67,not_switch
2.57,0.72,6.1,switch
5.06,5.02,4.85,not_switch
5.95,3.66,1.84,switch
2.07,2.22,2.07,not_switch
1.92,4.83,1.93,switch
0.98,1.11,1.13,not_switch
-3.36,0.43,-1.16,switch
5.63,5.72,5.66,not_switch
-1.95,-1.47,-0.03,switch
5.25,5.18,5.09,not_switch
3.07,2.08,4.63,switch
5.86,5.72,5.66,not_switch
1.12,4.92,3.4,switch
4.46,4.46,4.52,not_switch
2.06,0.41,4.32,switch
5.16,5.14,5.09,not_switch
1.11,-2.31,-1.31,switch
4.26,4.23,4.09,not_switch
-1.17,-1.46,1.08,switch
4.37,4.25,4.36,not_switch
-1.78,1.26,-2.72,switch
1.09,1.13,1.18,not_switch
2.84,1.86,5.01,switch
6.14,6.19,6.24,not_switch
2.27,4.45,1.6,switch
1.29,1.42,1.39,not_switch
1.51,1.94,6.23,switch
1.18,1.29,1.15,not_switch
6.25,2.7,2.5,switch
5.15,5.1,5.03,not_switch
0.74,5.29,2.93,switch
2.99,2.84,2.83,not_switch
4.08,3.04,1.57,switch
0.58,0.57,0.55,not_switch
6.46,2.25,3.74,switch
2.73,2.78,2.81,not_switch
5.81,0.67,1.79,switch
6.18,6.21,6.19,not_switch
0.85,6.05,3.07,switch
2.98,2.81,2.97,not_switch
5.78,2.55,1.12,switch
2.23,2.37,2.28,not_switch
3.25,1.23,5.56,switch
